Price,Adj Close,Close,High,Low,Open,Volume
2019-12-06,287.9721374511719,314.8699951171875,315.30999755859375,314.1099853515625,314.1199951171875,48927000
2019-12-09,287.0666809082031,313.8800048828125,315.17999267578125,313.79998779296875,314.44000244140625,34838500
2019-12-10,286.74664306640625,313.5299987792969,314.54998779296875,312.80999755859375,313.82000732421875,52649800
2019-12-11,287.5605773925781,314.4200134277344,314.70001220703125,313.44000244140625,314.0299987792969,53429100
2019-12-12,290.0390319824219,317.1300048828125,317.989990234375,314.1700134277344,314.42999267578125,96389600
2019-12-13,290.2127685546875,317.32000732421875,318.6700134277344,316.0199890136719,316.8699951171875,81503900
2019-12-16,292.20654296875,319.5,320.1499938964844,317.25,319.2200012207031,82749700
2019-12-17,292.2705993652344,319.57000732421875,320.25,319.4800109863281,319.9200134277344,61097700
2019-12-18,292.2888488769531,319.5899963378906,320.25,319.5299987792969,320.0,48133000
2019-12-19,293.4870300292969,320.8999938964844,320.9800109863281,319.5199890136719,319.79998779296875,85310500
2019-12-20,294.77374267578125,320.7300109863281,321.9700012207031,319.3900146484375,320.4599914550781,147142100
2019-12-23,295.2240295410156,321.2200012207031,321.6499938964844,321.05999755859375,321.5899963378906,52990000
2019-12-24,295.23321533203125,321.2300109863281,321.5199890136719,320.8999938964844,321.4700012207031,20270000
2019-12-26,296.80487060546875,322.94000244140625,322.95001220703125,321.6400146484375,321.6499938964844,30911200
2019-12-27,296.7313232421875,322.8599853515625,323.79998779296875,322.2799987792969,323.739990234375,42528800
2019-12-30,295.09539794921875,321.0799865722656,323.1000061035156,320.54998779296875,322.95001220703125,49729100
2019-12-31,295.8121643066406,321.8599853515625,322.1300048828125,320.1499938964844,320.5299987792969,57077300
2020-01-02,298.5787048339844,324.8699951171875,324.8900146484375,322.5299987792969,323.5400085449219,59151200
2020-01-03,296.3177795410156,322.4100036621094,323.6400146484375,321.1000061035156,321.1600036621094,77709700
2020-01-06,297.44818115234375,323.6400146484375,323.7300109863281,320.3599853515625,320.489990234375,55653900
2020-01-07,296.61187744140625,322.7300109863281,323.5400085449219,322.239990234375,323.0199890136719,40496400
2020-01-08,298.1926574707031,324.45001220703125,325.7799987792969,322.6700134277344,322.94000244140625,68296000
2020-01-09,300.2145690917969,326.6499938964844,326.7300109863281,325.5199890136719,326.1600036621094,48473300
2020-01-10,299.3507080078125,325.7099914550781,327.4599914550781,325.20001220703125,327.2900085449219,53029300
2020-01-13,301.409423828125,327.95001220703125,327.9599914550781,325.9200134277344,326.3900146484375,47086800
2020-01-14,300.9499206542969,327.45001220703125,328.6199951171875,326.8399963378906,327.4700012207031,62832800
2020-01-15,301.6299133300781,328.19000244140625,329.0199890136719,327.260009765625,327.3500061035156,72056600
2020-01-16,304.1390075683594,330.9200134277344,330.9200134277344,329.45001220703125,329.70001220703125,54050300
2020-01-17,305.0856628417969,331.95001220703125,332.17999267578125,330.8500061035156,331.70001220703125,95846000
2020-01-21,304.4882507324219,331.29998779296875,332.17999267578125,330.82000732421875,330.8999938964844,77742400
2020-01-22,304.5249938964844,331.3399963378906,332.95001220703125,331.1700134277344,332.239990234375,48914900
2020-01-23,304.874267578125,331.7200012207031,332.1700134277344,329.4100036621094,330.6300048828125,51963000
2020-01-24,302.1629943847656,328.7699890136719,332.5299987792969,327.3599853515625,332.44000244140625,87578400
2020-01-27,297.3195495605469,323.5,325.1199951171875,322.6600036621094,323.0299987792969,84062500
2020-01-28,300.4351806640625,326.8900146484375,327.8500061035156,323.6000061035156,325.05999755859375,63834000
2020-01-29,300.1869812011719,326.6199951171875,328.6300048828125,326.3999938964844,328.3800048828125,53888900
2020-01-30,301.1611633300781,327.67999267578125,327.9100036621094,323.5400085449219,324.3599853515625,75491800
2020-01-31,295.69281005859375,321.7300109863281,327.1700134277344,320.7300109863281,327.0,113845600
2020-02-03,297.88934326171875,324.1199951171875,326.1600036621094,323.2200012207031,323.3500061035156,69083000
2020-02-04,302.4295349121094,329.05999755859375,330.010009765625,327.7200012207031,328.07000732421875,62573200
2020-02-05,305.9220275878906,332.8599853515625,333.0899963378906,330.6700134277344,332.2699890136719,65951100
2020-02-06,306.951416015625,333.9800109863281,334.19000244140625,332.79998779296875,333.9100036621094,50359700
2020-02-07,305.31549072265625,332.20001220703125,333.989990234375,331.6000061035156,332.82000732421875,64139400
2020-02-10,307.5947265625,334.67999267578125,334.75,331.19000244140625,331.2300109863281,42070000
2020-02-11,308.1278076171875,335.260009765625,337.0199890136719,334.67999267578125,336.1600036621094,54864500
2020-02-12,310.113037109375,337.4200134277344,337.6499938964844,336.42999267578125,336.8299865722656,43992700
2020-02-13,309.7821960449219,337.05999755859375,338.1199951171875,335.55999755859375,335.8599853515625,54501900
2020-02-14,310.2784423828125,337.6000061035156,337.7300109863281,336.20001220703125,337.510009765625,64582200
2020-02-18,309.47882080078125,336.7300109863281,337.6700134277344,335.2099914550781,336.510009765625,57226200
2020-02-19,310.9586181640625,338.3399963378906,339.0799865722656,337.4800109863281,337.7900085449219,48814700
2020-02-20,309.6810302734375,336.95001220703125,338.6400146484375,333.67999267578125,337.739990234375,74163400
2020-02-21,306.4918518066406,333.4800109863281,335.80999755859375,332.5799865722656,335.4700012207031,113788200
2020-02-24,296.3269958496094,322.4200134277344,333.55999755859375,321.239990234375,323.1400146484375,161088400
2020-02-25,287.3476867675781,312.6499938964844,324.6099853515625,311.69000244140625,323.94000244140625,218913200
2020-02-26,286.29071044921875,311.5,318.1099853515625,310.70001220703125,314.17999267578125,194773800
2020-02-27,273.4328918457031,297.510009765625,311.55999755859375,297.510009765625,305.4599914550781,284353500
2020-02-28,272.2840270996094,296.260009765625,297.8900146484375,285.5400085449219,288.70001220703125,384975800
2020-03-02,284.0757141113281,309.0899963378906,309.1600036621094,294.4599914550781,298.2099914550781,238703600
2020-03-03,275.9419250488281,300.239990234375,313.8399963378906,297.57000732421875,309.5,300139100
2020-03-04,287.5406494140625,312.8599853515625,313.1000061035156,303.3299865722656,306.1199951171875,176613400
2020-03-05,277.982177734375,302.4599914550781,308.4700012207031,300.010009765625,304.9800109863281,186366800
2020-03-06,273.3869323730469,297.4599914550781,298.7799987792969,290.2300109863281,293.1499938964844,228667200
2020-03-09,252.0368194580078,274.2300109863281,284.19000244140625,273.45001220703125,275.29998779296875,309417300
2020-03-10,265.07855224609375,288.4200134277344,288.5199890136719,273.5,284.6400146484375,276444100
2020-03-11,252.15634155273438,274.3599853515625,281.94000244140625,270.8800048828125,280.70001220703125,255316300
2020-03-12,228.03076171875,248.11000061035156,266.6600036621094,247.67999267578125,256.0,392220700
2020-03-13,247.5242919921875,269.32000732421875,271.4800109863281,248.52000427246094,263.0899963378906,329566100
2020-03-16,220.43922424316406,239.85000610351562,256.8999938964844,237.36000061035156,241.17999267578125,297240000
2020-03-17,232.34120178222656,252.8000030517578,256.1700134277344,237.07000732421875,245.0399932861328,262070500
2020-03-18,220.5770721435547,240.0,248.3699951171875,228.02000427246094,236.25,327597100
2020-03-19,221.0458221435547,240.50999450683594,247.3800048828125,232.22000122070312,239.25,289322000
2020-03-20,211.52003479003906,228.8000030517578,244.47000122070312,228.5,242.52999877929688,347158800
2020-03-23,206.11184692382812,222.9499969482422,229.67999267578125,218.25999450683594,228.19000244140625,326025200
2020-03-24,224.78622436523438,243.14999389648438,244.10000610351562,233.8000030517578,234.4199981689453,235494500
2020-03-25,228.1513214111328,246.7899932861328,256.3500061035156,239.75,244.8699951171875,299430300
2020-03-26,241.47305297851562,261.20001220703125,262.79998779296875,249.0500030517578,249.52000427246094,257632800
2020-03-27,234.28062438964844,253.4199981689453,260.80999755859375,251.0500030517578,253.27000427246094,224341200
2020-03-30,241.88906860351562,261.6499938964844,262.42999267578125,253.52999877929688,255.6999969482422,171369500
2020-03-31,238.28358459472656,257.75,263.3299865722656,256.2200012207031,260.55999755859375,194881100
2020-04-01,227.55967712402344,246.14999389648438,257.6600036621094,243.89999389648438,247.97999572753906,189554600
2020-04-02,232.8106689453125,251.8300018310547,252.67999267578125,244.58999633789062,245.19000244140625,177660400
2020-04-03,229.4456329345703,248.19000244140625,253.32000732421875,245.22000122070312,250.75999450683594,135561200
2020-04-06,244.8565673828125,264.8599853515625,267.0,248.1699981689453,257.8399963378906,188061200
2020-04-07,245.106201171875,265.1300048828125,275.0299987792969,264.8900146484375,274.2099914550781,201427200
2020-04-08,253.3340301513672,274.0299987792969,276.0,265.25,267.9599914550781,153774500
2020-04-09,257.1890563964844,278.20001220703125,281.20001220703125,275.4700012207031,277.5799865722656,189999200
2020-04-13,254.8409423828125,275.6600036621094,277.510009765625,271.4100036621094,277.1400146484375,114839100
2020-04-14,262.3569641113281,283.7900085449219,284.8999938964844,275.510009765625,280.9800109863281,134143400
2020-04-15,256.78228759765625,277.760009765625,283.94000244140625,275.4599914550781,277.57000732421875,121775000
2020-04-16,258.0211181640625,279.1000061035156,280.0299987792969,275.760009765625,279.1499938964844,131798300
2020-04-17,264.9918212890625,286.6400146484375,287.29998779296875,282.3999938964844,285.3800048828125,146684800
2020-04-20,260.32305908203125,281.5899963378906,286.7900085449219,281.3500061035156,282.6099853515625,100109300
2020-04-21,252.41879272460938,273.0400085449219,278.0400085449219,272.0199890136719,276.7300109863281,126385700
2020-04-22,258.0211181640625,279.1000061035156,281.0,276.9100036621094,278.3500061035156,92951600
2020-04-23,258.0027160644531,279.0799865722656,283.94000244140625,278.75,280.489990234375,104709700
2020-04-24,261.5988464355469,282.9700012207031,283.70001220703125,278.5,280.7300109863281,85063200
2020-04-27,265.37060546875,287.04998779296875,288.2699890136719,284.6199951171875,285.1199951171875,77896600
2020-04-28,264.15045166015625,285.7300109863281,291.3999938964844,285.3999938964844,291.0199890136719,105270000
2020-04-29,271.06549072265625,293.2099914550781,294.8800048828125,290.4100036621094,291.5299987792969,118745600
2020-04-30,268.5417175292969,290.4800109863281,293.32000732421875,288.5899963378906,291.7099914550781,122901700
2020-05-01,261.4324035644531,282.7900085449219,290.6600036621094,281.5199890136719,285.30999755859375,125180000
2020-05-04,262.15350341796875,283.57000732421875,283.8999938964844,279.1300048828125,280.739990234375,80873200
2020-05-05,264.57574462890625,286.19000244140625,289.25,283.7099914550781,286.6400146484375,79569900
2020-05-06,262.7821960449219,284.25,288.4599914550781,283.7799987792969,288.0400085449219,73632600
2020-05-07,265.95306396484375,287.67999267578125,289.7799987792969,287.1300048828125,287.75,75250400
2020-05-08,270.3536071777344,292.44000244140625,292.95001220703125,289.8599853515625,291.0899963378906,76452400
2020-05-11,270.4091491699219,292.5,294.0,289.8800048828125,290.3399963378906,79514200
2020-05-12,265.01947021484375,286.6700134277344,294.239990234375,286.5199890136719,293.7900085449219,95870800
2020-05-13,260.33233642578125,281.6000061035156,287.19000244140625,278.9599914550781,286.05999755859375,144721100
2020-05-14,263.4477844238281,284.9700012207031,285.1099853515625,272.989990234375,278.95001220703125,121977900
2020-05-15,264.6589050292969,286.2799987792969,286.3299865722656,281.3399963378906,282.3699951171875,111146300
2020-05-18,272.72027587890625,295.0,296.75,292.70001220703125,293.04998779296875,119703800
2020-05-19,269.919189453125,291.9700012207031,296.2099914550781,291.95001220703125,294.3500061035156,95189300
2020-05-20,274.50457763671875,296.92999267578125,297.8699951171875,295.57000732421875,295.82000732421875,85861700
2020-05-21,272.6093444824219,294.8800048828125,297.6700134277344,293.69000244140625,296.7900085449219,78293900
2020-05-22,273.1270751953125,295.44000244140625,295.6300048828125,293.2200012207031,294.57000732421875,63958200
2020-05-26,276.49212646484375,299.0799865722656,302.19000244140625,295.4599914550781,301.92999267578125,88951400
2020-05-27,280.6061096191406,303.5299987792969,303.57000732421875,296.8699951171875,302.1199951171875,104817400
2020-05-28,280.0883483886719,302.9700012207031,306.8399963378906,302.239990234375,304.6499938964844,90405200
2020-05-29,281.33642578125,304.32000732421875,304.9599914550781,299.4700012207031,302.4599914550781,119090800
2020-06-01,282.4735107421875,305.54998779296875,306.2099914550781,303.05999755859375,303.6199951171875,55758300
2020-06-02,284.8124694824219,308.0799865722656,308.1300048828125,305.1000061035156,306.54998779296875,74267200
2020-06-03,288.6027526855469,312.17999267578125,313.2200012207031,309.94000244140625,310.239990234375,92567600
2020-06-04,287.8447265625,311.3599853515625,313.0,309.0799865722656,311.1099853515625,75794400
2020-06-05,295.22198486328125,319.3399963378906,321.2699890136719,317.1600036621094,317.2300109863281,150524700
2020-06-08,298.79052734375,323.20001220703125,323.4100036621094,319.6300048828125,320.2200012207031,73641200
2020-06-09,296.5625305175781,320.7900085449219,323.2799987792969,319.3599853515625,320.29998779296875,77479200
2020-06-10,294.90771484375,319.0,322.3900146484375,318.2200012207031,321.4200134277344,95000800
2020-06-11,277.9066162109375,300.6099853515625,312.1499938964844,300.010009765625,311.4599914550781,209243600
2020-06-12,281.2347412109375,304.2099914550781,309.0799865722656,298.6000061035156,308.239990234375,194678900
2020-06-15,283.8602294921875,307.04998779296875,308.2799987792969,296.739990234375,298.0199890136719,135782700
2020-06-16,289.3238525390625,312.9599914550781,315.6400146484375,307.6700134277344,315.4800109863281,137627500
2020-06-17,288.1221008300781,311.6600036621094,314.3900146484375,310.8599853515625,314.07000732421875,83398900
2020-06-18,288.2330017089844,311.7799987792969,312.29998779296875,309.510009765625,310.010009765625,80828700
2020-06-19,286.5857849121094,308.6400146484375,314.3800048828125,306.5299987792969,314.1700134277344,135549600
2020-06-22,288.4242248535156,310.6199951171875,311.04998779296875,306.75,307.989990234375,74649400
2020-06-23,289.7521057128906,312.04998779296875,314.5,311.6099853515625,313.489990234375,68471200
2020-06-24,282.3608703613281,304.0899963378906,310.510009765625,302.1000061035156,309.8399963378906,132813500
2020-06-25,285.38787841796875,307.3500061035156,307.6400146484375,301.2799987792969,303.4700012207031,89468000
2020-06-26,278.6095275878906,300.04998779296875,306.3900146484375,299.4200134277344,306.1600036621094,127961000
2020-06-29,282.7044677734375,304.4599914550781,304.6099853515625,298.92999267578125,301.4100036621094,79773300
2020-06-30,286.32574462890625,308.3599853515625,310.20001220703125,303.82000732421875,303.989990234375,113394800
2020-07-01,288.33135986328125,310.5199890136719,311.8900146484375,309.07000732421875,309.57000732421875,72396500
2020-07-02,289.9192810058594,312.2300109863281,315.70001220703125,311.510009765625,314.239990234375,69344200
2020-07-06,294.3948059082031,317.04998779296875,317.67999267578125,315.55999755859375,316.3699951171875,61713800
2020-07-07,291.3584289550781,313.7799987792969,317.5199890136719,313.3699951171875,315.3800048828125,82910000
2020-07-08,293.5870056152344,316.17999267578125,316.29998779296875,312.70001220703125,314.6099853515625,54638600
2020-07-09,291.9156799316406,314.3800048828125,317.1000061035156,310.67999267578125,316.8399963378906,83354200
2020-07-10,294.89617919921875,317.5899963378906,317.8800048828125,312.760009765625,314.30999755859375,57550400
2020-07-13,292.3427734375,314.8399963378906,322.7099914550781,314.1300048828125,320.1300048828125,102997500
2020-07-14,296.1311950683594,318.9200134277344,319.760009765625,312.0,313.29998779296875,93657000
2020-07-15,298.85186767578125,321.8500061035156,323.0400085449219,319.2699890136719,322.4100036621094,87196500
2020-07-16,297.86761474609375,320.7900085449219,321.2799987792969,319.0899963378906,319.7900085449219,54622500
2020-07-17,298.7310791015625,321.7200012207031,322.57000732421875,319.739990234375,321.8800048828125,62774900
2020-07-20,301.14532470703125,324.32000732421875,325.1300048828125,320.6199951171875,321.42999267578125,56308800
2020-07-21,301.7860107421875,325.010009765625,326.92999267578125,323.94000244140625,326.45001220703125,57292200
2020-07-22,303.5038146972656,326.8599853515625,327.20001220703125,324.5,324.6199951171875,57792900
2020-07-23,299.8824768066406,322.9599914550781,327.2300109863281,321.4800109863281,326.4700012207031,75738000
2020-07-24,297.951171875,320.8800048828125,321.989990234375,319.25,320.95001220703125,73766600
2020-07-27,300.1239013671875,323.2200012207031,323.4100036621094,320.7699890136719,321.6300048828125,48293000
2020-07-28,298.2203063964844,321.1700134277344,323.6400146484375,320.8500061035156,322.42999267578125,57495000
2020-07-29,301.8881530761719,325.1199951171875,325.7300109863281,322.0799865722656,322.1199951171875,48454200
2020-07-30,300.81103515625,323.9599914550781,324.4100036621094,319.6400146484375,321.8999938964844,61861700
2020-07-31,303.1881408691406,326.5199890136719,326.6300048828125,321.3299865722656,325.8999938964844,84986800
2020-08-03,305.2959289550781,328.7900085449219,329.6199951171875,327.7300109863281,328.32000732421875,53077900
2020-08-04,306.4752197265625,330.05999755859375,330.05999755859375,327.8599853515625,327.8599853515625,41917900
2020-08-05,308.3786926269531,332.1099853515625,332.3900146484375,331.17999267578125,331.4700012207031,42697700
2020-08-06,310.4400329589844,334.3299865722656,334.4599914550781,331.1300048828125,331.4800109863281,43679400
2020-08-07,310.6628723144531,334.57000732421875,334.8800048828125,332.29998779296875,333.2799987792969,57308300
2020-08-10,311.5914611816406,335.57000732421875,335.7699890136719,332.9599914550781,335.05999755859375,44282100
2020-08-11,309.01934814453125,332.79998779296875,337.5400085449219,332.010009765625,336.8500061035156,69601100
2020-08-12,313.32781982421875,337.44000244140625,338.2799987792969,335.4100036621094,335.44000244140625,53774400
2020-08-13,312.7613830566406,336.8299865722656,338.25,335.8299865722656,336.6099853515625,41816100
2020-08-14,312.77069091796875,336.8399963378906,337.4200134277344,335.6199951171875,336.4100036621094,47260400
2020-08-17,313.7642517089844,337.9100036621094,338.3399963378906,336.8500061035156,337.94000244140625,35481000
2020-08-18,314.4420471191406,338.6400146484375,339.1000061035156,336.6099853515625,338.3399963378906,38733900
2020-08-19,313.13287353515625,337.2300109863281,339.6099853515625,336.6199951171875,339.04998779296875,68054200
2020-08-20,314.1077880859375,338.2799987792969,338.79998779296875,335.2200012207031,335.3599853515625,42207800
2020-08-21,315.2220458984375,339.4800109863281,339.7200012207031,337.54998779296875,337.9200134277344,55106600
2020-08-24,318.41632080078125,342.9200134277344,343.0,339.45001220703125,342.1199951171875,48588700
2020-08-25,319.530517578125,344.1199951171875,344.2099914550781,342.2699890136719,343.5299987792969,38463400
2020-08-26,322.7339782714844,347.57000732421875,347.8599853515625,344.1700134277344,344.760009765625,50790200
2020-08-27,323.4396057128906,348.3299865722656,349.8999938964844,346.5299987792969,348.510009765625,58034100
2020-08-28,325.5289001464844,350.5799865722656,350.7200012207031,348.1499938964844,349.44000244140625,48588900
2020-08-31,324.3495788574219,349.30999755859375,351.29998779296875,349.05999755859375,350.3500061035156,66099200
2020-09-01,327.404541015625,352.6000061035156,352.7099914550781,349.239990234375,350.2099914550781,54908700
2020-09-02,332.1401062011719,357.70001220703125,358.75,353.42999267578125,354.6700134277344,69540000
2020-09-03,320.70977783203125,345.3900146484375,356.3800048828125,342.5899963378906,355.8699951171875,148011100
2020-09-04,318.0912780761719,342.57000732421875,347.8299865722656,334.8699951171875,346.1300048828125,139156300
2020-09-08,309.400146484375,333.2099914550781,342.6400146484375,332.8800048828125,336.7099914550781,114465300
2020-09-09,315.5100402832031,339.7900085449219,342.4599914550781,336.6099853515625,337.54998779296875,91462300
2020-09-10,310.03143310546875,333.8900146484375,342.5299987792969,332.8500061035156,341.82000732421875,90569500
2020-09-11,310.1893005371094,334.05999755859375,336.9700012207031,331.0,335.82000732421875,84680200
2020-09-14,314.27490234375,338.4599914550781,340.3800048828125,334.2200012207031,337.489990234375,65605700
2020-09-15,315.8628234863281,340.1700134277344,342.0199890136719,338.4700012207031,341.1199951171875,52920900
2020-09-16,314.60931396484375,338.82000732421875,343.05999755859375,338.5199890136719,341.510009765625,82096000
2020-09-17,311.8421630859375,335.8399963378906,337.70001220703125,332.989990234375,333.55999755859375,91523300
2020-09-18,308.25201416015625,330.6499938964844,335.489990234375,327.9700012207031,335.3699951171875,105877900
2020-09-21,304.8213195800781,326.9700012207031,327.1300048828125,321.7300109863281,325.70001220703125,99450800
2020-09-22,307.9256896972656,330.29998779296875,330.8999938964844,325.8599853515625,328.57000732421875,63612100
2020-09-23,300.78460693359375,322.6400146484375,331.20001220703125,322.1000061035156,330.8999938964844,93112200
2020-09-24,301.5863342285156,323.5,326.79998779296875,319.79998779296875,321.2200012207031,76681300
2020-09-25,306.46209716796875,328.7300109863281,329.5799865722656,321.6400146484375,322.5799865722656,71069400
2020-09-28,311.55224609375,334.19000244140625,334.9599914550781,332.1499938964844,333.2200012207031,64584600
2020-09-29,309.8554992675781,332.3699951171875,334.7699890136719,331.6199951171875,333.9700012207031,51304000
2020-09-30,312.2048034667969,334.8900146484375,338.2900085449219,332.8800048828125,333.0899963378906,104081100
2020-10-01,314.20916748046875,337.0400085449219,338.739990234375,335.010009765625,337.69000244140625,88698700
2020-10-02,311.22589111328125,333.8399963378906,337.010009765625,331.19000244140625,331.70001220703125,89431100
2020-10-05,316.74481201171875,339.760009765625,339.9599914550781,336.010009765625,336.05999755859375,45713100
2020-10-06,312.2420959472656,334.92999267578125,342.1700134277344,334.3800048828125,339.9100036621094,90128900
2020-10-07,317.6771545410156,340.760009765625,341.6300048828125,338.0899963378906,338.1199951171875,56999600
2020-10-08,320.49261474609375,343.7799987792969,343.8500061035156,341.8599853515625,342.8500061035156,45242500
2020-10-09,323.3547058105469,346.8500061035156,347.3500061035156,344.8900146484375,345.55999755859375,59528600
2020-10-12,328.556640625,352.42999267578125,354.0199890136719,349.05999755859375,349.5899963378906,80388500
2020-10-13,326.4124450683594,350.1300048828125,352.4700012207031,349.0899963378906,352.2799987792969,73255500
2020-10-14,324.3614196777344,347.92999267578125,351.92999267578125,347.1400146484375,350.75,57727900
2020-10-15,323.9606628417969,347.5,348.0199890136719,343.1300048828125,343.7099914550781,60357700
2020-10-16,323.7648010253906,347.2900085449219,350.75,347.1000061035156,348.9599914550781,89501900
2020-10-19,318.842529296875,342.010009765625,349.3299865722656,341.0400085449219,348.6499938964844,68425600
2020-10-20,320.1197204589844,343.3800048828125,346.8800048828125,342.6400146484375,343.4599914550781,60051900
2020-10-21,319.51373291015625,342.7300109863281,345.6700134277344,342.3999938964844,343.3299865722656,63575000
2020-10-22,321.266357421875,344.6099853515625,345.239990234375,340.6499938964844,342.9599914550781,55399300
2020-10-23,322.35711669921875,345.7799987792969,345.989990234375,343.1300048828125,345.92999267578125,49143900
2020-10-26,316.4000549316406,339.3900146484375,342.9800109863281,335.6199951171875,342.1300048828125,91473000
2020-10-27,315.30926513671875,338.2200012207031,340.1199951171875,337.989990234375,339.760009765625,65994100
2020-10-28,304.5322570800781,326.6600036621094,338.25,326.1300048828125,332.1000061035156,127094300
2020-10-29,307.6274108886719,329.9800109863281,333.3999938964844,325.0899963378906,326.9100036621094,90597700
2020-10-30,304.4204406738281,326.5400085449219,329.69000244140625,322.6000061035156,328.2799987792969,120287300
2020-11-02,307.83251953125,330.20001220703125,332.3599853515625,327.239990234375,330.20001220703125,86068300
2020-11-03,313.26763916015625,336.0299987792969,338.25,330.2900085449219,333.69000244140625,93294200
2020-11-04,320.26885986328125,343.5400085449219,347.94000244140625,339.5899963378906,340.8599853515625,126959700
2020-11-05,326.51495361328125,350.239990234375,352.19000244140625,348.8599853515625,349.239990234375,82039700
2020-11-06,326.4403991699219,350.1600036621094,351.510009765625,347.6499938964844,349.92999267578125,74973000
2020-11-09,330.54229736328125,354.55999755859375,364.3800048828125,354.05999755859375,363.9700012207031,172304200
2020-11-10,330.0575866699219,354.0400085449219,355.17999267578125,350.510009765625,353.489990234375,85552000
2020-11-11,332.5093994140625,356.6700134277344,357.55999755859375,355.05999755859375,356.3999938964844,58649000
2020-11-12,329.28375244140625,353.2099914550781,356.7200012207031,351.260009765625,355.5799865722656,67546200
2020-11-13,333.8426818847656,358.1000061035156,358.8999938964844,354.7099914550781,355.2699890136719,62892200
2020-11-16,338.009765625,362.57000732421875,362.7799987792969,359.5899963378906,360.9800109863281,74541100
2020-11-17,336.1918029785156,360.6199951171875,361.9200134277344,358.3399963378906,359.9700012207031,66111000
2020-11-18,332.1458740234375,356.2799987792969,361.5,356.239990234375,360.9100036621094,70591300
2020-11-19,333.54425048828125,357.7799987792969,358.17999267578125,354.1499938964844,355.6000061035156,59940900
2020-11-20,331.2602233886719,355.3299865722656,357.7200012207031,355.25,357.5,70417300
2020-11-23,333.24591064453125,357.4599914550781,358.82000732421875,354.8699951171875,357.2799987792969,63230600
2020-11-24,338.6157531738281,363.2200012207031,363.80999755859375,359.2900085449219,360.2099914550781,62415900
2020-11-25,338.09368896484375,362.6600036621094,363.1600036621094,361.4800109863281,363.1300048828125,45330900
2020-11-27,339.0353088378906,363.6700134277344,364.17999267578125,362.5799865722656,363.8399963378906,28514100
2020-11-30,337.5343322753906,362.05999755859375,363.1199951171875,359.1700134277344,362.8299865722656,83872700
2020-12-01,341.22607421875,366.0199890136719,367.67999267578125,364.92999267578125,365.57000732421875,74231400
2020-12-02,341.94390869140625,366.7900085449219,366.9599914550781,364.20001220703125,364.82000732421875,45927000
2020-12-03,341.8507080078125,366.69000244140625,368.19000244140625,365.5,366.67999267578125,62882000
2020-12-04,344.7967529296875,369.8500061035156,369.8500061035156,367.2200012207031,367.32000732421875,50749900
2020-12-07,344.088134765625,369.0899963378906,369.6199951171875,367.7200012207031,369.0199890136719,48944300
2020-12-08,345.0950012207031,370.1700134277344,370.7799987792969,367.6700134277344,367.7200012207031,42458900
2020-12-09,341.9999084472656,366.8500061035156,371.04998779296875,365.95001220703125,370.8800048828125,74098300
2020-12-10,341.88800048828125,366.7300109863281,367.8599853515625,364.42999267578125,365.3699951171875,57735400
2020-12-11,341.48712158203125,366.29998779296875,366.739990234375,363.260009765625,364.8999938964844,57698600
2020-12-14,339.9580993652344,364.6600036621094,369.79998779296875,364.4700012207031,368.6400146484375,69216200
2020-12-15,344.5542297363281,369.5899963378906,369.5899963378906,365.9200134277344,367.3999938964844,63865300
2020-12-16,345.0950012207031,370.1700134277344,371.1600036621094,368.8699951171875,369.82000732421875,58420500
2020-12-17,347.0246887207031,372.239990234375,372.4599914550781,371.04998779296875,371.94000244140625,64119500
2020-12-18,345.6390380859375,369.17999267578125,371.1499938964844,367.0199890136719,370.9700012207031,136542300
2020-12-21,344.4032897949219,367.8599853515625,378.4599914550781,362.0299987792969,364.9700012207031,96386700
2020-12-22,343.8228759765625,367.239990234375,368.3299865722656,366.0299987792969,368.2099914550781,47949000
2020-12-23,344.1318359375,367.57000732421875,369.6199951171875,367.2200012207031,368.2799987792969,46201400
2020-12-24,345.4705505371094,369.0,369.0299987792969,367.45001220703125,368.0799865722656,26457900
2020-12-28,348.4384765625,372.1700134277344,372.5899963378906,371.07000732421875,371.739990234375,39000400
2020-12-29,347.77374267578125,371.4599914550781,374.0,370.8299865722656,373.80999755859375,53680500
2020-12-30,348.2699279785156,371.989990234375,373.1000061035156,371.57000732421875,372.3399963378906,49455300
2020-12-31,350.0393981933594,373.8800048828125,374.6600036621094,371.2300109863281,371.7799987792969,78520700
2021-01-04,345.2740173339844,368.7900085449219,375.45001220703125,364.82000732421875,375.30999755859375,110210800
2021-01-05,347.65203857421875,371.3299865722656,372.5,368.04998779296875,368.1000061035156,66426200
2021-01-06,349.7304382324219,373.54998779296875,376.9800109863281,369.1199951171875,369.7099914550781,107997700
2021-01-07,354.92657470703125,379.1000061035156,379.8999938964844,375.9100036621094,376.1000061035156,68766800
2021-01-08,356.9488220214844,381.260009765625,381.489990234375,377.1000061035156,380.5899963378906,71677200
2021-01-11,354.5426330566406,378.69000244140625,380.5799865722656,377.7200012207031,377.8500061035156,51034700
2021-01-12,354.61761474609375,378.7699890136719,379.8599853515625,376.3599853515625,378.8900146484375,52547700
2021-01-13,355.5726013183594,379.7900085449219,380.8599853515625,377.8500061035156,378.69000244140625,45303600
2021-01-14,354.3273620605469,378.4599914550781,381.1300048828125,378.1000061035156,380.5899963378906,49989100
2021-01-15,351.74334716796875,375.70001220703125,377.5799865722656,373.70001220703125,376.7200012207031,107160000
